(72.68, 96.54)
(64.08, 92.26)
(45.56, 90.84)
(65.08, 23.23)
(32.98, 44.1)
(99.8, 56.04)
(58.85, 2.27)
(42.91, 44.86)
(99.63, 13.9)
(81.55, 8.79)
(94.75, 66.17)
(84.35, 77.08)
(46.27, 88.72)
(52.56, 98.34)
(37.82, 87.39)
(24.68, 3.08)
(16.61, 34.44)
(47.05, 51.13)
(2.42, 11.04)
(40.01, 22.82)
(17.43, 28.65)
(41.11, 14.55)
(31.66, 32.83)
(68.57, 6.93)
(4.35, 23.07)
(87.18, 41.7)
(88.75, 26.61)
(86.54, 62.32)
(23.57, 66.9)
(97.21, 63.77)
(77.09, 81.73)
(54.61, 94.68)
(96.59, 20.58)
(99.68, 96.6)
(41.28, 6.18)
(89.94, 55.71)
(25.2, 90.02)
(89.33, 76.45)
(87.01, 45.95)
(61.32, 30.78)
(58.97, 65.72)
(43.52, 55.31)
(72.6, 17.82)
(98.97, 4.0)
(14.67, 21.15)
(12.48, 83.88)
(85.65, 65.19)
(27.43, 78.18)
(24.48, 38.83)
(24.66, 90.45)
(27.49, 83.41)
(38.3, 87.92)
(98.48, 36.21)
(46.59, 11.01)
(94.42, 47.62)
(10.15, 39.8)
(30.73, 43.39)
(24.49, 25.07)
(3.75, 85.26)
(62.9, 16.84)
(12.94, 47.66)
(22.24, 33.01)
(0.43, 7.31)
(3.79, 99.99)
(60.27, 59.73)
(87.2, 7.15)
(48.86, 92.84)
(67.86, 32.66)
(13.54, 50.53)
(84.2, 69.34)
(84.92, 78.74)
(18.49, 85.42)
(93.47, 48.96)
(99.03, 98.2)
(92.93, 88.72)
(99.44, 88.83)
(5.15, 59.75)
(56.44, 49.7)
(34.02, 26.38)
(90.03, 90.75)
(55.01, 47.37)
(51.72, 45.54)
(85.42, 45.31)
(38.86, 58.25)
(18.18, 3.14)
(63.43, 56.73)
(22.1, 50.24)
(2.6, 96.83)
(22.25, 2.23)
(67.58, 3.65)
(30.1, 50.68)
(98.86, 8.36)
(34.68, 29.15)
(40.96, 55.66)
(83.07, 84.67)
(66.11, 92.89)
(89.95, 99.31)
(85.85, 0.8)
(6.99, 29.69)
(78.11, 53.99)
(90.83, 13.45)
(49.56, 66.79)
(32.77, 15.66)
(80.61, 66.13)
(86.53, 77.28)
(3.19, 72.97)
(95.88, 35.97)
(92.85, 93.05)
(1.88, 28.53)
(70.43, 94.67)
(15.25, 6.08)
(51.67, 96.09)
(26.26, 69.63)
(93.83, 0.6)
(9.16, 39.69)
(47.55, 38.24)
(56.76, 31.06)
(79.68, 90.73)
(69.18, 2.71)
(43.29, 55.83)
(83.19, 18.99)
(47.04, 98.3)
(71.26, 1.05)
(55.52, 13.64)
(46.65, 15.19)
(20.68, 11.78)
(33.75, 22.19)
(40.58, 20.21)
